Stkcd,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
002503.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300070.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600017.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600185.XSHG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
600054.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600068.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603599.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002335.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600084.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
000406.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002620.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600680.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300474.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600282.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
002432.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002036.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600099.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600658.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601766.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600988.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
002311.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600503.XSHG,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
600065.XSHG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
300621.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000605.XSHE,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
300403.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002534.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300442.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600894.XSHG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603939.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000597.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300211.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002323.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600772.XSHG,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
600975.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002057.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600119.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600866.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
600685.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002712.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603050.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300159.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600307.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600616.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600624.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300513.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002418.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300203.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603106.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300624.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002839.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603133.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002696.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000166.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000066.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002242.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603056.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600426.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300657.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002849.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002805.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600673.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002386.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002497.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603829.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600081.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600743.XSHG,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
300522.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600203.XSHG,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
600343.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002078.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002927.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600812.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600809.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300287.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002261.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000061.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000550.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600761.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601608.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603609.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002685.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300423.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300222.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000815.XSHE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
600676.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002338.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600102.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000828.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002074.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300413.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601919.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600603.XSHG,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
600936.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300562.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300553.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300503.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603866.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002309.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000548.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002398.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002757.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600690.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002297.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600835.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000525.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600751.XSHG,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
603323.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601186.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300057.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002406.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002454.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300029.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300711.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600377.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300588.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300213.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002889.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002322.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300421.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600408.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
000569.XSHE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
002645.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603730.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002820.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603306.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300669.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000859.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300191.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600857.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603188.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002502.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002568.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600213.XSHG,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
603660.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300055.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603738.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002027.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300194.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300645.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002714.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600083.XSHG,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
002913.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002140.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002893.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603167.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002383.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603698.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603589.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300327.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300031.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002314.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600799.XSHG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
000973.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002330.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600082.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002186.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603659.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000526.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
002512.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002808.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002214.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600830.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002448.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600977.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000762.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600176.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002560.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300251.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000961.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600108.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002099.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300586.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603727.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002652.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300692.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603316.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600179.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
002137.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300580.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600401.XSHG,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
600871.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
002286.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000951.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603138.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600881.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000948.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300498.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603177.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002028.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002355.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603101.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002697.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600367.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600718.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300303.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600193.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601718.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600984.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0
002412.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300187.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300389.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600310.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300385.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603889.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300370.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002230.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600584.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000901.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002345.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002364.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300373.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600833.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000690.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603367.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600346.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600390.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
600605.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603690.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300348.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002539.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000519.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601579.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600643.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300381.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600825.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002606.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002101.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603389.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002076.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300284.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300065.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603711.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000898.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
000636.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002619.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600284.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600403.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
002424.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002445.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002162.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600539.XSHG,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
002218.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300662.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600612.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002344.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002823.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002007.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000801.XSHE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
300181.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300165.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603699.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601058.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000069.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603826.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002456.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600774.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000007.XSHE,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
000417.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300672.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000712.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300407.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300091.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002464.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300481.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002707.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002251.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002590.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002012.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600063.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002001.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603712.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000931.XSHE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
603900.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600080.XSHG,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
600807.XSHG,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
603926.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002387.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603860.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600383.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002840.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600332.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002452.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000720.XSHE,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
603033.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002546.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600522.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000919.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002250.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600104.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000673.XSHE,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
600066.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300300.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000966.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600981.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300339.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600228.XSHG,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
002653.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300323.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300018.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600681.XSHG,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
600715.XSHG,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
002157.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603055.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600423.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601900.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002048.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603040.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603990.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002659.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002671.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600890.XSHG,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
000671.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002425.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603988.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002373.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600329.XSHG,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
002193.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300062.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600747.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600827.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002876.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300527.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000628.XSHE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
600458.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603861.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002332.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002018.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300098.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002481.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300681.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
